Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10
1631083905.2932894,25.355078125,1004.5045632477345,41.146867738444136,0,1,2
1631083907.3510063,25.3603515625,1004.4796861604384,41.041565939559376,0,1,2
1631083909.4100516,25.33984375,1004.508980371493,41.20266446373422,0,1,2
1631083911.4676006,25.334765625,1004.4928901574435,40.94881518698529,0,1,2
1631083913.5265188,25.344921875,1004.4515668353104,41.25830067346311,0,1,2
1631083915.5851548,25.334765625,1004.4991778363647,41.01069544369365,0,1,2
1631083917.6436796,25.31953125,1004.4978885259125,40.96747498596445,0,1,2
1631083919.7022219,25.31953125,1004.4855869039659,41.01702928367188,0,1,2
1631083921.7607732,25.2990234375,1004.4945315456878,40.998485869760856,0,1,2
1631083923.819293,25.2990234375,1004.5028863078629,41.09137098217137,0,1,2
1631083925.8779926,25.2837890625,1004.4859359562289,40.91809659095474,0,1,2
1631083927.9365203,25.2787109375,1004.5105376313372,41.13486581963756,0,1,2
1631083929.9953153,25.2888671875,1004.4575444498
021,41.06058678520805,0,1,2
1631083932.0535,25.2888671875,1004.5168260258445,41.14102883316896,0,1,2
1631083934.111706,25.2787109375,1004.5032325281929,41.141109298817334,0,1,2
1631083936.170347,25.26328125,1004.4981152297847,41.07926778616313,0,1,2
1631083938.2294674,25.248046875,1004.4749950693512,41.11024312032486,0,1,2
1631083940.291936,25.24296875,1004.5010750166085,41.30840214245459,0,1,2
1631083942.348631,25.2275390625,1004.4917020871882,41.01137937150774,0,1,2
1631083944.406215,25.2275390625,1004.4889273943575,41.42601274648348,0,1,2
1631083946.4633763,25.2275390625,1004.4969734098106,41.19700008302039,0,1,2
1631083948.5220072,25.2376953125,1004.4950637976284,41.72920149622306,0,1,2
1631083950.5806353,25.2376953125,1004.488035198102,41.50641868558823,0,1,2
1631083952.6393623,25.2376953125,1004.4571466324159,41.481664142043336,0,1,2
1631083954.6976154,25.248046875,1004.4764751155964,41.56830425877152,0,1,2
1631083956.7563198,25.253125,1004.4760120451778,
41.41356457195359,0,1,2
1631083958.8148365,25.2326171875,1004.4536323637367,41.376431257250296,0,1,2
1631083960.8735635,25.24296875,1004.488035198102,41.382596159011854,0,1,2
1631083962.9324203,25.2326171875,1004.482763749257,41.240297931169145,0,1,2
1631083964.990955,25.24296875,1004.4455867892962,41.209352310521275,0,1,2
1631083967.0494633,25.2376953125,1004.478972081902,41.159891765211036,0,1,2
1631083969.108663,25.2275390625,1004.4706168035532,41.135081676119924,0,1,2
